Date, Open, High, Low, Close, Volume
12/27/21, 444205, 447285, 444020, 447110, 2522
12/23/21, 445395, 448250, 443525, 444654, 1505
12/22/21, 441460, 444588, 440300, 444588, 1150
12/21/21, 441315, 445379, 439385, 443000, 1349
12/20/21, 438290, 439950, 434055, 437445, 1763
12/17/21, 448850, 449950, 441200, 443304, 2334
12/16/21, 447540, 454550, 444655, 454550, 2227
12/15/21, 445928, 447795, 441611, 443702, 2488
12/14/21, 436865, 446724, 434981, 446104, 2196
12/13/21, 435861, 439700, 430932, 437730, 2086
12/10/21, 431254, 435000, 428402, 435000, 1570
12/09/21, 428933, 430650, 425414, 428402, 1342
12/08/21, 430115, 432745, 426000, 427405, 1153
12/07/21, 430739, 431679, 426200, 429830, 1263
12/06/21, 423201, 428000, 420000, 426200, 1657
12/03/21, 421420, 426000, 416100, 418676, 1736
12/02/21, 417776, 422999, 415526, 420566, 1249
12/01/21, 421536, 424669, 415000, 415660, 2038
11/30/21, 423823, 426125, 416546, 416876, 1947
11/29/21, 429048, 432135, 425000, 425260, 1937
11/26/21, 424233, 429803, 421091, 427833, 1611
11/24/21, 434643, 437139, 431497, 433333, 1473
11/23/21, 432837, 435365, 430100, 434921, 2424
11/22/21, 425225, 432000, 422535, 430100, 1890
11/19/21, 422901, 424300, 420000, 423374, 1558
11/18/21, 428429, 428429, 422223, 422702, 1619
11/17/21, 427651, 429710, 424201, 426198, 1796
11/16/21, 429638, 431849, 427120, 427702, 1518
11/15/21, 432193, 434335, 429079, 429302, 1803
11/12/21, 432614, 432899, 427664, 431575, 1230
11/11/21, 431800, 434399, 428694, 429202, 1421
11/10/21, 431420, 433409, 428940, 430602, 1711
11/09/21, 435345, 437240, 430099, 431680, 2062
11/08/21, 439649, 445000, 434752, 435200, 2805
11/05/21, 434887, 437749, 432114, 434000, 1685
11/04/21, 436463, 438299, 429880, 433102, 1974
11/03/21, 433425, 435140, 431164, 435020, 1445
11/02/21, 434440, 434654, 429800, 434245, 1721
11/01/21, 434513, 435900, 430522, 430944, 2302
10/29/21, 435053, 436512, 431714, 432902, 2073
10/28/21, 434703, 436874, 432517, 436250, 2409
10/27/21, 437527, 439229, 433050, 433050, 3228
10/26/21, 437165, 439850, 435446, 437890, 1902
10/25/21, 435963, 437145, 433064, 436401, 1793
10/22/21, 431720, 436203, 429715, 435722, 1497
10/21/21, 432690, 434800, 429436, 431680, 1414
10/20/21, 428113, 433000, 426112, 432495, 1659
10/19/21, 429335, 429500, 425841, 428105, 1255
10/18/21, 428950, 428950, 424001, 426189, 1458
10/15/21, 429300, 429300, 424945, 427701, 1201
10/14/21, 420866, 427379, 420750, 423648, 1220
10/13/21, 417907, 422180, 415265, 418402, 1232
10/12/21, 423252, 424859, 419000, 419596, 1063
10/11/21, 427172, 429786, 423000, 423000, 1644
10/08/21, 425643, 428479, 424000, 427765, 1290
10/07/21, 424999, 428655, 423517, 425431, 1243
10/06/21, 416406, 421900, 413662, 421900, 1131
10/05/21, 413313, 420959, 411659, 418539, 946
10/04/21, 415146, 416804, 411286, 412540, 1449
10/01/21, 412916, 417653, 410100, 414878, 1002
09/30/21, 419311, 419735, 411005, 411379, 1277
09/29/21, 417200, 419719, 415301, 417165, 790
09/28/21, 419976, 423225, 415396, 416580, 1027
09/27/21, 419638, 422203, 418928, 420791, 893
09/24/21, 418475, 420090, 417561, 418101, 890
09/23/21, 414298, 420949, 413700, 418390, 1093
09/22/21, 415671, 416762, 411920, 412081, 917
09/21/21, 416571, 416571, 411281, 412802, 1375
09/20/21, 411705, 416000, 409000, 416000, 1777
09/17/21, 418705, 421125, 415000, 416400, 1602
09/16/21, 420170, 420800, 416215, 419120, 835
09/15/21, 417358, 419998, 416629, 419785, 888
09/14/21, 422300, 422500, 416050, 416996, 1525
09/13/21, 418510, 422523, 417687, 420801, 1260
09/10/21, 421028, 421291, 417942, 417954, 940
09/09/21, 420270, 421490, 419136, 420285, 992
09/08/21, 419733, 421456, 417925, 420719, 1080
09/07/21, 424688, 428103, 419500, 419851, 1780
09/03/21, 428825, 428825, 424201, 424201, 1375
09/02/21, 429606, 431317, 428000, 428640, 965
09/01/21, 431181, 433720, 429000, 430000, 962
08/31/21, 429405, 431000, 428706, 429900, 977
08/30/21, 431060, 431949, 429134, 429720, 1043
08/27/21, 429873, 431500, 429332, 430901, 735
08/26/21, 433588, 433708, 428957, 429715, 905
08/25/21, 431705, 434423, 429586, 432354, 827
08/24/21, 430686, 431800, 428000, 430700, 884
08/23/21, 432025, 432528, 425000, 425000, 999
08/20/21, 429605, 430543, 427862, 430007, 849
08/19/21, 428190, 431976, 427590, 428994, 1076
08/18/21, 435175, 436825, 430651, 430651, 948
08/17/21, 434530, 437551, 433136, 435610, 1038
08/16/21, 432443, 435658, 429463, 435370, 1265
08/13/21, 437935, 437935, 432057, 433124, 1229
08/12/21, 439121, 439800, 434846, 436545, 1116
08/11/21, 434655, 439163, 434655, 438160, 1284
08/10/21, 432690, 435000, 430470, 434610, 1186
08/09/21, 433056, 434298, 430486, 431881, 1639
08/06/21, 424426, 430160, 424103, 430160, 1256
08/05/21, 421358, 424000, 419000, 421306, 1081
08/04/21, 421988, 422884, 419743, 419962, 959
08/03/21, 420576, 425000, 416965, 423706, 1134
08/02/21, 420985, 424242, 418287, 418695, 1239
07/30/21, 421770, 422914, 418105, 418900, 888
07/29/21, 419635, 423209, 419635, 420676, 1035
07/28/21, 422250, 423461, 418230, 418975, 976
07/27/21, 419810, 423000, 417136, 422309, 1103
07/26/21, 418380, 422000, 418380, 419500, 1110
07/23/21, 418856, 421413, 418220, 419000, 844
07/22/21, 419971, 420248, 417650, 417800, 945
07/21/21, 418550, 422688, 417000, 420055, 980
