Date, Open, High, Low, Close, Volume
01/04/22, 555.56, 559.02, 538.12, 551.40, 1168257
01/03/22, 545.97, 553.64, 543.82, 553.10, 566584
12/31/21, 544.52, 548.14, 542.26, 542.32, 405838
12/30/21, 549.01, 551.29, 542.27, 543.96, 453949
12/29/21, 549.29, 553.7791, 546.97, 550.34, 418315
12/28/21, 558.202, 558.28, 546.96, 549.50, 658883
12/27/21, 542.79, 555.75, 542.656, 555.63, 835661
12/23/21, 536.70, 544.31, 536.69, 540.81, 700132
12/22/21, 527.39, 535.63, 524.65, 535.63, 711605
12/21/21, 523.19, 530.37, 516.04, 530.12, 541399
12/20/21, 508.20, 515.65, 506.08, 511.66, 715344
12/17/21, 511.83, 523.92, 510.12, 515.70, 900713
12/16/21, 542.7035, 544.2296, 513.82, 516.92, 932598
12/15/21, 522.42, 540.99, 515.40, 540.50, 781384
12/14/21, 517.45, 524.11, 514.57, 521.36, 962694
12/13/21, 540.34, 540.58, 522.96, 523.88, 762221
12/10/21, 544.01, 546.60, 532.42, 539.09, 673543
12/09/21, 543.39, 548.81, 533.58, 534.05, 558013
12/08/21, 547.28, 547.755, 540.98, 546.62, 555533
12/07/21, 535.48, 551.28, 535.48, 550.20, 897365
12/06/21, 523.42, 525.37, 507.38, 523.77, 697168
12/03/21, 533.21, 538.49, 518.55, 524.44, 830360
12/02/21, 519.60, 529.43, 515.63, 525.77, 1041541
12/01/21, 537.00, 546.48, 524.98, 525.01, 1041139
11/30/21, 536.56, 541.59, 524.72, 529.24, 1088124
11/29/21, 526.43, 539.88, 524.45, 538.68, 804096
11/26/21, 523.52, 528.26, 514.92, 518.74, 816043
11/24/21, 523.65, 533.86, 518.41, 533.59, 705751
11/23/21, 529.35, 532.909, 518.925, 527.79, 809130
11/22/21, 540.80, 548.12, 529.20, 529.92, 1474261
11/19/21, 536.30, 541.35, 533.63, 537.71, 1135434
11/18/21, 536.99, 538.91, 531.10, 536.22, 667347
11/17/21, 531.37, 531.37, 524.82, 527.40, 525408
11/16/21, 520.90, 532.06, 520.27, 531.10, 674427
11/15/21, 527.57, 527.57, 517.88, 523.26, 772687
11/12/21, 520.38, 526.1252, 517.51, 523.65, 656849
11/11/21, 516.24, 519.82, 512.25, 518.58, 760957
11/10/21, 513.45, 520.47, 505.63, 507.84, 1311400
11/09/21, 528.49, 529.09, 517.63, 523.27, 907607
11/08/21, 519.49, 526.68, 517.61, 523.27, 973817
11/05/21, 513.80, 520.25, 511.17, 516.29, 1511561
11/04/21, 499.58, 512.91, 496.86, 510.62, 1360346
