Date, Open, High, Low, Close
04/09/21, 3.115, 3.115, 3.055, 3.060
04/08/21, 3.100, 3.115, 3.095, 3.115
04/07/21, 3.150, 3.150, 3.080, 3.100
04/06/21, 3.190, 3.190, 3.150, 3.150
04/05/21, 3.130, 3.190, 3.120, 3.190
04/02/21, 3.245, 3.245, 3.130, 3.130
04/01/21, 3.285, 3.285, 3.245, 3.245
03/31/21, 3.300, 3.330, 3.280, 3.285
03/30/21, 3.345, 3.345, 3.295, 3.300
03/29/21, 3.360, 3.375, 3.345, 3.345
03/26/21, 3.400, 3.400, 3.360, 3.360
03/25/21, 3.435, 3.435, 3.400, 3.400
03/24/21, 3.460, 3.460, 3.425, 3.435
03/23/21, 3.460, 3.465, 3.450, 3.460
03/22/21, 3.475, 3.475, 3.450, 3.460
03/19/21, 3.450, 3.475, 3.445, 3.475
03/18/21, 3.470, 3.470, 3.445, 3.450
03/17/21, 3.460, 3.475, 3.455, 3.470
03/16/21, 3.500, 3.500, 3.460, 3.460
03/15/21, 3.290, 3.500, 3.290, 3.500
03/12/21, 3.320, 3.320, 3.250, 3.290
03/11/21, 3.355, 3.355, 3.320, 3.320
03/10/21, 3.400, 3.400, 3.355, 3.355
03/09/21, 3.330, 3.410, 3.330, 3.400
03/08/21, 3.285, 3.330, 3.285, 3.330
03/05/21, 3.120, 3.285, 3.120, 3.285
03/04/21, 3.090, 3.130, 3.090, 3.120
03/03/21, 3.095, 3.105, 3.090, 3.090
03/02/21, 3.110, 3.110, 3.095, 3.095
03/01/21, 3.095, 3.110, 3.095, 3.110
02/26/21, 3.000, 3.095, 3.000, 3.095
02/25/21, 3.005, 3.005, 2.990, 3.000
02/24/21, 3.005, 3.010, 3.000, 3.005
02/23/21, 2.975, 3.005, 2.975, 3.005
02/22/21, 2.930, 2.990, 2.930, 2.975
02/19/21, 2.990, 2.990, 2.930, 2.930
02/18/21, 2.995, 3.010, 2.990, 2.990
02/17/21, 2.960, 3.000, 2.960, 2.995
02/16/21, 2.850, 2.960, 2.850, 2.960
02/15/21, 2.815, 2.850, 2.810, 2.850
02/12/21, 2.815, 2.815, 2.815, 2.815
02/11/21, 2.825, 2.825, 2.815, 2.815
02/10/21, 2.825, 2.830, 2.820, 2.825
02/09/21, 2.790, 2.835, 2.790, 2.825
02/08/21, 2.765, 2.790, 2.765, 2.790
02/05/21, 2.765, 2.770, 2.760, 2.765
02/04/21, 2.730, 2.765, 2.730, 2.765
02/03/21, 2.725, 2.730, 2.720, 2.730
02/02/21, 2.720, 2.730, 2.720, 2.725
01/31/21, 2.720, 2.720, 2.720, 2.720
01/29/21, 2.720, 2.730, 2.720, 2.720
01/27/21, 2.710, 2.725, 2.710, 2.720
01/26/21, 2.710, 2.720, 2.710, 2.710
01/25/21, 2.740, 2.740, 2.710, 2.710
01/22/21, 2.720, 2.740, 2.720, 2.740
01/21/21, 2.665, 2.725, 2.665, 2.720
01/20/21, 2.645, 2.665, 2.635, 2.665
01/19/21, 2.650, 2.655, 2.645, 2.645
01/18/21, 2.650, 2.650, 2.640, 2.650
01/15/21, 2.645, 2.660, 2.640, 2.650
01/14/21, 2.725, 2.725, 2.645, 2.645
01/13/21, 2.730, 2.730, 2.690, 2.725
01/12/21, 2.675, 2.730, 2.675, 2.730
01/11/21, 2.665, 2.680, 2.665, 2.675
01/08/21, 2.620, 2.665, 2.620, 2.665
01/07/21, 2.600, 2.620, 2.595, 2.620
01/06/21, 2.595, 2.600, 2.590, 2.600
01/05/21, 2.610, 2.610, 2.590, 2.595
01/04/21, 2.680, 2.680, 2.610, 2.610
12/31/20, 2.690, 2.690, 2.680, 2.680
12/30/20, 2.690, 2.695, 2.690, 2.690
12/29/20, 2.705, 2.705, 2.690, 2.690
12/28/20, 2.705, 2.710, 2.705, 2.705
12/24/20, 2.700, 2.705, 2.700, 2.705
12/23/20, 2.690, 2.700, 2.680, 2.700
12/22/20, 2.700, 2.700, 2.690, 2.690
12/21/20, 2.710, 2.710, 2.700, 2.700
12/18/20, 2.730, 2.730, 2.710, 2.710
12/17/20, 2.735, 2.740, 2.730, 2.730
12/16/20, 2.755, 2.755, 2.735, 2.735
12/15/20, 2.755, 2.760, 2.750, 2.755
12/14/20, 2.765, 2.770, 2.755, 2.755
12/11/20, 2.770, 2.775, 2.760, 2.765
12/10/20, 2.760, 2.780, 2.760, 2.770
12/09/20, 2.750, 2.760, 2.750, 2.760
12/08/20, 2.790, 2.790, 2.740, 2.750
12/07/20, 2.710, 2.790, 2.700, 2.790
12/04/20, 2.745, 2.760, 2.700, 2.710
12/03/20, 2.750, 2.750, 2.740, 2.745
12/02/20, 2.780, 2.780, 2.745, 2.750
12/01/20, 2.765, 2.785, 2.765, 2.780
11/30/20, 2.720, 2.765, 2.710, 2.765
11/27/20, 2.680, 2.720, 2.680, 2.720
11/26/20, 2.665, 2.690, 2.660, 2.680
11/25/20, 2.680, 2.680, 2.665, 2.665
11/24/20, 2.665, 2.680, 2.665, 2.680
11/23/20, 2.685, 2.685, 2.665, 2.665
11/20/20, 2.675, 2.690, 2.675, 2.685
11/19/20, 2.670, 2.675, 2.670, 2.675
11/18/20, 2.695, 2.695, 2.670, 2.670
11/17/20, 2.665, 2.695, 2.665, 2.695
11/16/20, 2.675, 2.675, 2.660, 2.665
11/13/20, 2.695, 2.705, 2.675, 2.675
11/12/20, 2.685, 2.695, 2.675, 2.695
11/11/20, 2.670, 2.685, 2.665, 2.685
11/10/20, 2.585, 2.670, 2.575, 2.670
11/09/20, 2.700, 2.700, 2.585, 2.585
11/06/20, 2.690, 2.705, 2.690, 2.700
11/05/20, 2.715, 2.720, 2.690, 2.690
11/04/20, 2.695, 2.720, 2.695, 2.715
11/03/20, 2.645, 2.695, 2.645, 2.695
11/02/20, 2.640, 2.665, 2.635, 2.645
10/30/20, 2.640, 2.650, 2.630, 2.640
10/28/20, 2.675, 2.675, 2.640, 2.640
10/27/20, 2.660, 2.675, 2.660, 2.675
10/26/20, 2.640, 2.660, 2.650, 2.660
10/23/20, 2.635, 2.640, 2.630, 2.640
10/22/20, 2.620, 2.635, 2.620, 2.635
10/21/20, 2.615, 2.620, 2.615, 2.620
10/20/20, 2.605, 2.615, 2.605, 2.615
10/19/20, 2.590, 2.605, 2.585, 2.605
10/16/20, 2.595, 2.600, 2.590, 2.590
10/15/20, 2.655, 2.655, 1.125, 2.595
10/14/20, 2.675, 2.675, 2.655, 2.655
10/13/20, 2.665, 2.675, 2.665, 2.675
10/12/20, 2.670, 2.675, 2.660, 2.665
10/09/20, 2.650, 2.680, 2.650, 2.670
10/08/20, 2.660, 2.670, 2.640, 2.650
10/07/20, 2.650, 2.660, 2.650, 2.660
10/06/20, 2.660, 2.675, 2.650, 2.650
10/05/20, 2.665, 2.665, 2.650, 2.660
10/02/20, 2.700, 2.700, 2.665, 2.665
10/01/20, 2.675, 2.700, 2.675, 2.700
09/30/20, 2.720, 2.720, 2.675, 2.675
09/29/20, 2.735, 2.745, 2.720, 2.720
09/28/20, 2.730, 2.745, 2.730, 2.735
09/25/20, 2.720, 2.730, 2.710, 2.730
09/24/20, 2.710, 2.725, 2.700, 2.720
09/23/20, 2.680, 2.710, 2.670, 2.710
09/22/20, 2.680, 2.685, 2.675, 2.680
09/21/20, 2.680, 2.695, 2.670, 2.680
09/18/20, 2.680, 2.685, 2.675, 2.680
09/17/20, 2.630, 2.690, 2.620, 2.680
09/15/20, 2.620, 2.635, 2.620, 2.635
09/14/20, 2.640, 2.650, 2.620, 2.620
09/11/20, 2.595, 2.640, 2.595, 2.640
09/10/20, 2.585, 2.595, 2.580, 2.595
09/09/20, 2.600, 2.605, 2.585, 2.585
09/08/20, 2.570, 2.600, 2.570, 2.600
09/07/20, 2.580, 2.580, 2.560, 2.570
09/04/20, 2.575, 2.580, 2.570, 2.580
09/03/20, 2.560, 2.575, 2.560, 2.575
09/02/20, 2.570, 2.575, 2.560, 2.560
09/01/20, 2.630, 2.630, 2.570, 2.570
08/30/20, 2.630, 2.630, 2.630, 2.630
08/28/20, 2.590, 2.645, 2.590, 2.630
08/27/20, 2.605, 2.605, 2.565, 2.590
08/26/20, 2.535, 2.605, 2.530, 2.605
08/25/20, 2.530, 2.535, 2.520, 2.535
08/24/20, 2.515, 2.530, 2.510, 2.530
08/21/20, 2.525, 2.525, 2.510, 2.515
08/19/20, 2.520, 2.525, 2.520, 2.525
08/18/20, 2.510, 2.525, 2.510, 2.520
08/17/20, 2.495, 2.510, 2.495, 2.510
08/14/20, 2.505, 2.505, 2.495, 2.495
08/13/20, 2.515, 2.535, 2.495, 2.505
08/12/20, 2.500, 2.515, 2.490, 2.515
08/11/20, 2.540, 2.540, 2.500, 2.500
08/10/20, 2.455, 2.540, 2.450, 2.540
08/07/20, 2.385, 2.455, 2.385, 2.455
08/06/20, 2.440, 2.440, 2.385, 2.385
08/05/20, 2.470, 2.470, 2.440, 2.440
08/04/20, 2.510, 2.510, 2.470, 2.470
08/03/20, 2.565, 2.565, 2.510, 2.510
07/30/20, 2.600, 2.600, 2.560, 2.565
07/29/20, 2.615, 2.615, 2.600, 2.600
07/28/20, 2.630, 2.630, 2.615, 2.615
07/27/20, 2.620, 2.630, 2.620, 2.630
07/24/20, 2.615, 2.630, 2.615, 2.620
07/23/20, 2.635, 2.635, 2.615, 2.615
07/22/20, 2.655, 2.655, 2.635, 2.635
07/21/20, 2.640, 2.655, 2.640, 2.655
07/20/20, 2.650, 2.655, 2.640, 2.640
07/17/20, 2.655, 2.655, 2.640, 2.650
07/16/20, 2.675, 2.680, 2.655, 2.655
07/15/20, 2.685, 2.685, 2.670, 2.675
07/14/20, 2.675, 2.685, 2.670, 2.685
07/13/20, 2.660, 2.680, 2.655, 2.675
07/10/20, 2.710, 2.710, 2.660, 2.660
07/09/20, 2.700, 2.715, 2.700, 2.710
07/08/20, 2.795, 2.795, 2.700, 2.700
07/07/20, 2.835, 2.835, 2.795, 2.795
07/06/20, 2.825, 2.835, 2.825, 2.835
07/03/20, 2.815, 2.825, 2.810, 2.825
07/02/20, 2.860, 2.860, 2.815, 2.815
07/01/20, 2.870, 2.875, 2.860, 2.860
06/30/20, 2.905, 2.905, 2.870, 2.870
06/29/20, 2.895, 2.905, 2.885, 2.905
06/26/20, 2.895, 2.895, 2.885, 2.895
06/25/20, 2.905, 2.905, 2.890, 2.895
06/24/20, 2.900, 2.910, 2.895, 2.905
06/23/20, 2.905, 2.905, 2.890, 2.900
06/22/20, 2.910, 2.915, 2.905, 2.905
06/19/20, 2.930, 2.930, 2.910, 2.910
06/18/20, 2.930, 2.930, 2.920, 2.930
06/17/20, 2.935, 2.940, 2.900, 2.930
06/16/20, 2.930, 2.940, 2.930, 2.935
06/15/20, 2.930, 2.940, 2.925, 2.930
06/12/20, 2.930, 2.935, 2.925, 2.930
06/11/20, 3.025, 3.025, 2.930, 2.930
06/10/20, 3.025, 3.085, 3.020, 3.025
06/09/20, 2.980, 3.025, 2.980, 3.025
06/08/20, 2.980, 2.980, 2.980, 2.980
06/05/20, 2.915, 2.980, 2.915, 2.980
06/04/20, 2.865, 2.925, 2.860, 2.915
06/03/20, 2.860, 2.870, 2.850, 2.865
06/02/20, 2.840, 2.860, 2.835, 2.860
06/01/20, 2.810, 2.840, 2.810, 2.840
05/29/20, 2.825, 2.825, 2.810, 2.810
05/28/20, 2.840, 2.840, 2.815, 2.825
05/27/20, 2.830, 2.840, 2.825, 2.840
05/26/20, 2.830, 2.830, 2.830, 2.830
05/24/20, 2.830, 2.830, 2.830, 2.830
05/22/20, 2.850, 2.850, 2.830, 2.830
05/21/20, 2.900, 2.900, 2.845, 2.850
05/20/20, 2.930, 2.930, 2.900, 2.900
05/19/20, 2.905, 2.930, 2.900, 2.930
05/18/20, 2.890, 2.905, 2.890, 2.905
05/15/20, 2.900, 2.905, 2.890, 2.890
05/14/20, 2.895, 2.900, 2.890, 2.900
05/13/20, 2.900, 2.915, 2.895, 2.895
05/12/20, 2.810, 2.900, 2.810, 2.900
05/11/20, 2.810, 2.810, 2.810, 2.810
05/08/20, 2.795, 2.810, 2.795, 2.810
05/07/20, 2.795, 2.795, 2.795, 2.795
05/06/20, 2.825, 2.825, 2.785, 2.795
05/05/20, 2.885, 2.885, 2.825, 2.825
05/04/20, 2.870, 2.890, 2.870, 2.885
05/01/20, 2.870, 2.870, 2.870, 2.870
04/30/20, 2.890, 2.890, 2.870, 2.870
04/29/20, 2.895, 2.910, 2.890, 2.890
04/28/20, 2.880, 2.895, 2.880, 2.895
04/27/20, 2.890, 2.895, 2.875, 2.880
04/24/20, 2.940, 2.940, 2.890, 2.890
04/23/20, 2.970, 2.975, 2.940, 2.940
04/22/20, 2.930, 2.970, 2.930, 2.970
04/21/20, 2.960, 2.960, 2.925, 2.930
04/20/20, 2.940, 2.960, 2.935, 2.960
04/17/20, 3.080, 3.080, 2.940, 2.940
04/16/20, 3.150, 3.150, 3.080, 3.080
04/15/20, 3.390, 3.390, 3.150, 3.150
04/14/20, 3.390, 3.415, 3.390, 3.390
04/13/20, 3.385, 3.390, 3.375, 3.390
04/10/20, 3.385, 3.385, 3.380, 3.385
04/09/20, 3.385, 3.395, 3.385, 3.385
04/08/20, 3.380, 3.390, 3.380, 3.385
04/07/20, 3.365, 3.380, 3.355, 3.380
04/06/20, 3.375, 3.375, 3.350, 3.365
04/03/20, 3.430, 3.440, 3.375, 3.375
04/02/20, 3.350, 3.440, 3.350, 3.430
04/01/20, 3.370, 3.370, 3.350, 3.350
03/31/20, 3.400, 3.400, 3.370, 3.370
03/30/20, 3.445, 3.445, 3.380, 3.400
03/27/20, 3.525, 3.535, 3.445, 3.445
03/26/20, 3.585, 3.585, 3.525, 3.525
03/25/20, 3.580, 3.585, 3.580, 3.585
03/24/20, 3.625, 3.625, 3.580, 3.580
03/23/20, 3.545, 3.625, 3.545, 3.625
03/20/20, 3.600, 3.600, 3.545, 3.545
03/19/20, 3.380, 3.600, 3.380, 3.600
03/18/20, 3.260, 3.380, 3.260, 3.380
03/17/20, 3.120, 3.260, 3.140, 3.260
03/16/20, 3.175, 3.185, 3.115, 3.120
03/13/20, 3.040, 3.175, 3.030, 3.175
03/12/20, 2.925, 3.040, 2.900, 3.040
03/11/20, 2.900, 2.925, 2.890, 2.925
03/10/20, 2.870, 2.900, 2.870, 2.900
03/09/20, 2.795, 2.870, 2.785, 2.870
03/06/20, 2.800, 2.800, 2.790, 2.795
03/05/20, 2.785, 2.800, 2.780, 2.800
03/04/20, 2.830, 2.830, 2.780, 2.785
03/03/20, 2.830, 2.830, 2.805, 2.830
03/02/20, 2.835, 2.835, 2.830, 2.830
02/28/20, 2.855, 2.855, 2.825, 2.835
02/27/20, 2.875, 2.875, 2.855, 2.855
02/26/20, 2.910, 2.910, 2.870, 2.875
02/25/20, 3.010, 3.020, 2.910, 2.910
02/24/20, 2.920, 3.010, 2.920, 3.010
02/21/20, 2.955, 2.955, 2.920, 2.920
02/20/20, 2.915, 2.960, 2.955, 2.955
02/19/20, 2.895, 2.915, 2.895, 2.915
02/18/20, 2.895, 2.895, 2.890, 2.895
02/17/20, 2.890, 2.895, 2.885, 2.895
02/14/20, 2.890, 2.895, 2.880, 2.890
02/13/20, 2.890, 2.900, 2.890, 2.890
02/12/20, 2.990, 3.015, 2.890, 2.890
02/11/20, 3.070, 3.070, 2.985, 2.990
02/10/20, 3.110, 3.110, 3.070, 3.070
02/07/20, 3.135, 3.135, 3.100, 3.110
02/06/20, 3.120, 3.140, 3.120, 3.135
02/05/20, 3.145, 3.145, 3.120, 3.120
02/04/20, 3.145, 3.145, 3.140, 3.145
02/03/20, 3.140, 3.150, 3.140, 3.145
01/31/20, 3.150, 3.150, 3.140, 3.140
01/30/20, 3.160, 3.160, 3.150, 3.150
01/29/20, 3.170, 3.170, 3.160, 3.160
01/28/20, 3.170, 3.175, 3.170, 3.170
01/27/20, 3.170, 3.170, 3.170, 3.170
01/24/20, 3.175, 3.180, 3.170, 3.170
01/23/20, 3.290, 3.290, 3.175, 3.175
01/22/20, 3.315, 3.315, 3.265, 3.290
01/21/20, 3.305, 3.315, 3.300, 3.315
01/20/20, 3.305, 3.310, 3.305, 3.305
01/17/20, 3.295, 3.310, 3.295, 3.305
01/16/20, 3.300, 3.300, 3.295, 3.295
01/15/20, 3.305, 3.305, 3.300, 3.300
01/14/20, 3.285, 3.305, 3.285, 3.305
01/13/20, 3.290, 3.290, 3.285, 3.285
01/10/20, 3.300, 3.300, 3.285, 3.290
01/09/20, 3.290, 3.300, 3.285, 3.300
01/08/20, 3.300, 3.300, 3.285, 3.290
01/07/20, 3.290, 3.300, 3.290, 3.300
01/06/20, 3.310, 3.310, 3.290, 3.290
01/03/20, 3.320, 3.320, 3.310, 3.310
01/02/20, 3.325, 3.325, 3.315, 3.320
01/01/20, 3.325, 3.325, 3.325, 3.325
12/31/19, 3.335, 3.340, 3.325, 3.325
12/30/19, 3.360, 3.360, 3.335, 3.335
12/27/19, 3.365, 3.365, 3.355, 3.360
12/26/19, 3.370, 3.370, 3.365, 3.365
12/25/19, 3.370, 3.370, 3.370, 3.370
12/24/19, 3.395, 3.395, 3.365, 3.370
12/23/19, 3.395, 3.400, 3.395, 3.395
12/20/19, 3.400, 3.400, 3.395, 3.395
12/19/19, 3.430, 3.430, 3.400, 3.400
12/18/19, 3.450, 3.450, 3.430, 3.430
12/17/19, 3.460, 3.460, 3.450, 3.450
12/16/19, 3.460, 3.460, 3.450, 3.460
12/13/19, 3.455, 3.460, 3.445, 3.460
12/12/19, 3.455, 3.460, 3.450, 3.455
12/11/19, 3.455, 3.460, 3.450, 3.455
12/10/19, 3.455, 3.460, 3.455, 3.455
12/09/19, 3.445, 3.460, 3.445, 3.455
12/06/19, 3.450, 3.450, 3.445, 3.445
12/05/19, 3.450, 3.455, 3.445, 3.450
12/04/19, 3.470, 3.480, 3.450, 3.450
12/03/19, 3.460, 3.475, 3.460, 3.470
12/02/19, 3.455, 3.460, 3.445, 3.460
11/29/19, 3.450, 3.455, 3.445, 3.455
11/28/19, 3.450, 3.460, 3.440, 3.450
11/27/19, 3.435, 3.450, 3.430, 3.450
11/26/19, 3.430, 3.435, 3.425, 3.435
11/25/19, 3.430, 3.440, 3.425, 3.430
11/22/19, 3.430, 3.430, 3.420, 3.430
11/21/19, 3.430, 3.430, 3.420, 3.430
11/20/19, 3.445, 3.450, 3.420, 3.430
11/19/19, 3.445, 3.450, 3.440, 3.445
11/18/19, 3.450, 3.460, 3.445, 3.445
11/15/19, 3.460, 3.460, 3.450, 3.450
11/14/19, 3.460, 3.465, 3.455, 3.460
11/13/19, 3.455, 3.465, 3.455, 3.460
11/12/19, 3.435, 3.455, 3.435, 3.455
11/11/19, 3.450, 3.450, 3.435, 3.435
11/08/19, 3.460, 3.480, 3.445, 3.450
11/07/19, 3.465, 3.470, 3.460, 3.460
11/06/19, 3.430, 3.470, 3.430, 3.465
11/05/19, 3.410, 3.430, 3.410, 3.430
11/04/19, 3.415, 3.415, 3.405, 3.410
11/01/19, 3.455, 3.455, 3.415, 3.415
10/31/19, 3.465, 3.470, 3.455, 3.455
10/30/19, 3.470, 3.470, 3.460, 3.465
10/29/19, 3.465, 3.470, 3.455, 3.470
10/28/19, 3.465, 3.465, 3.465, 3.465
10/25/19, 3.450, 3.465, 3.445, 3.465
10/24/19, 3.435, 3.450, 3.430, 3.450
10/23/19, 3.430, 3.435, 3.430, 3.435
10/22/19, 3.430, 3.430, 3.425, 3.430
10/21/19, 3.430, 3.430, 3.420, 3.430
10/18/19, 3.430, 3.445, 3.430, 3.430
10/17/19, 3.425, 3.430, 3.425, 3.430
10/16/19, 3.430, 3.430, 3.425, 3.425
10/15/19, 3.440, 3.440, 3.430, 3.430
10/14/19, 3.415, 3.440, 3.415, 3.440
10/11/19, 3.410, 3.420, 3.410, 3.415
10/10/19, 3.410, 3.420, 3.405, 3.410
10/09/19, 3.405, 3.420, 3.405, 3.410
10/08/19, 3.440, 3.440, 3.405, 3.405
10/07/19, 3.300, 3.445, 3.295, 3.440
10/04/19, 3.290, 3.300, 3.290, 3.300
10/03/19, 3.310, 3.315, 3.290, 3.290
10/02/19, 3.330, 3.330, 3.295, 3.310
10/01/19, 3.345, 3.350, 3.325, 3.330
09/30/19, 3.370, 3.390, 3.345, 3.345
09/27/19, 3.435, 3.435, 3.350, 3.370
09/26/19, 3.470, 3.470, 3.435, 3.435
09/25/19, 3.485, 3.495, 3.470, 3.470
09/24/19, 3.480, 3.490, 3.475, 3.485
09/23/19, 3.450, 3.480, 3.450, 3.480
09/20/19, 3.430, 3.455, 3.430, 3.450
09/19/19, 3.390, 3.470, 3.380, 3.430
09/18/19, 3.360, 3.390, 3.355, 3.390
09/17/19, 3.380, 3.380, 3.360, 3.360
09/15/19, 3.375, 3.375, 3.375, 3.375
09/13/19, 3.340, 3.375, 3.335, 3.375
09/12/19, 3.385, 3.385, 3.340, 3.340
09/11/19, 3.380, 3.395, 3.380, 3.385
09/10/19, 3.365, 3.390, 3.365, 3.380
09/09/19, 3.365, 3.365, 3.365, 3.365
09/06/19, 3.305, 3.370, 3.305, 3.365
09/04/19, 3.300, 3.310, 3.295, 3.305
09/03/19, 3.335, 3.335, 3.300, 3.300
09/01/19, 3.330, 3.330, 3.330, 3.330
08/30/19, 3.325, 3.330, 3.320, 3.330
08/29/19, 3.310, 3.325, 3.305, 3.325
08/28/19, 3.320, 3.325, 3.310, 3.310
08/27/19, 3.335, 3.335, 3.315, 3.320
08/26/19, 3.370, 3.375, 3.335, 3.335
08/23/19, 3.375, 3.375, 3.365, 3.370
08/22/19, 3.380, 3.400, 3.375, 3.375
08/21/19, 3.370, 3.380, 3.355, 3.380
08/20/19, 3.260, 3.370, 3.260, 3.370
08/19/19, 3.200, 3.265, 3.200, 3.260
08/16/19, 3.350, 3.350, 3.200, 3.200
08/15/19, 3.440, 3.440, 3.350, 3.350
08/14/19, 3.460, 3.460, 3.440, 3.440
08/13/19, 3.470, 3.470, 3.455, 3.460
08/11/19, 3.470, 3.470, 3.470, 3.470
08/09/19, 3.495, 3.495, 3.470, 3.470
08/08/19, 3.530, 3.530, 3.495, 3.495
08/07/19, 3.575, 3.580, 3.525, 3.530
08/06/19, 3.580, 3.580, 3.575, 3.575
08/05/19, 3.575, 3.580, 3.570, 3.580
08/02/19, 3.620, 3.620, 3.575, 3.575
08/01/19, 3.610, 3.620, 3.610, 3.620
07/31/19, 3.610, 3.610, 3.605, 3.610
07/30/19, 3.605, 3.610, 3.590, 3.610
07/29/19, 3.605, 3.610, 3.605, 3.605
07/26/19, 3.620, 3.620, 3.605, 3.605
07/25/19, 3.625, 3.630, 3.615, 3.620
07/24/19, 3.630, 3.630, 3.625, 3.625
07/23/19, 3.630, 3.630, 3.620, 3.630
07/22/19, 3.625, 3.630, 3.620, 3.630
07/19/19, 3.630, 3.630, 3.625, 3.625
07/18/19, 3.640, 3.640, 3.630, 3.630
07/17/19, 3.635, 3.640, 3.630, 3.640
07/16/19, 3.630, 3.635, 3.625, 3.635
07/15/19, 3.640, 3.640, 3.630, 3.630
07/12/19, 3.645, 3.650, 3.640, 3.640
07/11/19, 3.655, 3.660, 3.645, 3.645
07/10/19, 3.655, 3.660, 3.650, 3.655
07/09/19, 3.650, 3.660, 3.645, 3.655
07/08/19, 3.635, 3.650, 3.635, 3.650
07/05/19, 3.635, 3.640, 3.630, 3.635
07/04/19, 3.640, 3.640, 3.635, 3.635
07/03/19, 3.655, 3.655, 3.640, 3.640
07/02/19, 3.660, 3.660, 3.655, 3.655
07/01/19, 3.655, 3.660, 3.655, 3.660
06/28/19, 3.665, 3.665, 3.650, 3.655
06/27/19, 3.665, 3.670, 3.660, 3.665
06/26/19, 3.685, 3.685, 3.665, 3.665
06/25/19, 3.690, 3.690, 3.680, 3.685
06/24/19, 3.670, 3.690, 3.670, 3.690
06/21/19, 3.665, 3.670, 3.660, 3.670
06/20/19, 3.715, 3.715, 3.660, 3.665
06/19/19, 3.720, 3.720, 3.715, 3.715
06/18/19, 3.730, 3.730, 3.720, 3.720
06/17/19, 3.735, 3.740, 3.730, 3.730
06/14/19, 3.750, 3.750, 3.735, 3.735
06/13/19, 3.745, 3.750, 3.745, 3.750
06/12/19, 3.740, 3.750, 3.740, 3.745
06/11/19, 3.710, 3.740, 3.710, 3.740
06/10/19, 3.715, 3.715, 3.710, 3.710
06/07/19, 3.740, 3.740, 3.715, 3.715
06/06/19, 3.740, 3.740, 3.740, 3.740
06/05/19, 3.740, 3.740, 3.740, 3.740
06/04/19, 3.760, 3.760, 3.740, 3.740
06/03/19, 3.805, 3.805, 3.760, 3.760
05/31/19, 3.825, 3.825, 3.805, 3.805
05/30/19, 3.825, 3.825, 3.820, 3.825
05/29/19, 3.825, 3.830, 3.815, 3.825
05/28/19, 3.825, 3.830, 3.825, 3.825
05/27/19, 3.840, 3.840, 3.825, 3.825
05/24/19, 3.850, 3.850, 3.840, 3.840
05/23/19, 3.830, 3.850, 3.825, 3.850
05/22/19, 3.830, 3.830, 3.830, 3.830
05/21/19, 3.820, 3.830, 3.820, 3.830
05/17/19, 3.850, 3.850, 3.820, 3.820
05/16/19, 3.850, 3.855, 3.845, 3.850
05/15/19, 3.845, 3.850, 3.845, 3.850
05/14/19, 3.825, 3.850, 3.825, 3.845
05/13/19, 3.805, 3.850, 3.800, 3.825
05/10/19, 3.795, 3.815, 3.795, 3.805
05/09/19, 3.785, 3.795, 3.785, 3.795
05/08/19, 3.815, 3.815, 3.785, 3.785
05/07/19, 3.810, 3.815, 3.796, 3.815
05/06/19, 3.830, 3.830, 3.810, 3.810
05/03/19, 3.820, 3.830, 3.820, 3.830
05/02/19, 3.810, 3.815, 3.810, 3.815
05/01/19, 3.805, 3.805, 3.800, 3.805
04/30/19, 3.805, 3.805, 3.800, 3.805
04/29/19, 3.800, 3.810, 3.800, 3.800
04/26/19, 3.800, 3.805, 3.800, 3.800
04/25/19, 3.870, 3.870, 3.830, 3.830
04/24/19, 3.900, 3.900, 3.865, 3.865
04/23/19, 3.925, 3.935, 3.880, 3.890
04/22/19, 3.908, 3.908, 3.908, 3.908
04/19/19, 3.920, 3.935, 3.920, 3.935
04/18/19, 3.870, 3.890, 3.865, 3.890
04/17/19, 3.835, 3.855, 3.830, 3.855
04/16/19, 3.790, 3.830, 3.785, 3.830
04/15/19, 3.785, 3.790, 3.785, 3.785
04/12/19, 3.795, 3.800, 3.790, 3.790
04/11/19, 3.800, 3.805, 3.800, 3.800
04/10/19, 3.805, 3.805, 3.795, 3.795
04/09/19, 3.800, 3.800, 3.795, 3.795
04/08/19, 3.760, 3.790, 3.760, 3.790
04/05/19, 3.770, 3.775, 3.770, 3.770
04/04/19, 3.775, 3.780, 3.775, 3.775
04/03/19, 3.800, 3.800, 3.780, 3.780
04/02/19, 3.795, 3.805, 3.795, 3.805
04/01/19, 3.790, 3.800, 3.790, 3.800
03/29/19, 3.775, 3.790, 3.775, 3.785
03/28/19, 3.820, 3.835, 3.780, 3.780
03/27/19, 3.825, 3.835, 3.825, 3.830
03/26/19, 3.820, 3.835, 3.820, 3.830
03/25/19, 3.830, 3.830, 3.810, 3.810
03/22/19, 3.820, 3.825, 3.820, 3.820
03/21/19, 3.855, 3.855, 3.815, 3.815
03/20/19, 3.865, 3.865, 3.860, 3.860
03/19/19, 3.865, 3.870, 3.860, 3.860
03/18/19, 3.870, 3.875, 3.865, 3.870
03/15/19, 3.865, 3.875, 3.865, 3.870
03/14/19, 3.865, 3.875, 3.865, 3.870
03/13/19, 3.875, 3.880, 3.870, 3.870
03/12/19, 3.875, 3.885, 3.875, 3.880
03/11/19, 3.880, 3.880, 3.875, 3.880
03/08/19, 3.895, 3.895, 3.875, 3.875
